# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_xyz.bag'
# timestamp tx ty tz qx qy qz qw
1305031105.8658 1.1500 0.6285 1.4900 0.6663 0.6206 -0.2816 -0.3027
1305031105.8758 1.1474 0.6293 1.4866 0.6677 0.6197 -0.2805 -0.3025
1305031105.8858 1.1450 0.6302 1.4831 0.6691 0.6189 -0.2791 -0.3021
1305031105.8958 1.1427 0.6309 1.4798 0.6705 0.6184 -0.2781 -0.3009
1305031105.9058 1.1403 0.6316 1.4763 0.6720 0.6172 -0.2774 -0.3009
1305031105.9159 1.1379 0.6322 1.4730 0.6733 0.6164 -0.2765 -0.3005
1305031105.9258 1.1354 0.6328 1.4696 0.6738 0.6158 -0.2761 -0.3009
1305031105.9358 1.1330 0.6333 1.4663 0.6746 0.6157 -0.2749 -0.3006
1305031105.9458 1.1309 0.6338 1.4628 0.6755 0.6153 -0.2738 -0.3001
1305031105.9558 1.1288 0.6342 1.4594 0.6763 0.6156 -0.2724 -0.2990
1305031105.9658 1.1267 0.6346 1.4559 0.6770 0.6157 -0.2716 -0.2979
1305031105.9758 1.1246 0.6350 1.4524 0.6780 0.6151 -0.2708 -0.2977
1305031105.9858 1.1224 0.6354 1.4491 0.6789 0.6147 -0.2698 -0.2973
1305031105.9959 1.1203 0.6358 1.4457 0.6796 0.6144 -0.2692 -0.2971
1305031106.0058 1.1185 0.6360 1.4424 0.6806 0.6148 -0.2673 -0.2956
1305031106.0158 1.1165 0.6363 1.4390 0.6812 0.6147 -0.2664 -0.2952
1305031106.0258 1.1144 0.6365 1.4357 0.6820 0.6146 -0.2652 -0.2946
1305031106.0358 1.1124 0.6369 1.4326 0.6825 0.6148 -0.2641 -0.2941
1305031106.0458 1.1105 0.6370 1.4292 0.6831 0.6144 -0.2638 -0.2939
1305031106.0558 1.1086 0.6370 1.4259 0.6835 0.6142 -0.2638 -0.2932
1305031106.0658 1.1070 0.6372 1.4228 0.6845 0.6145 -0.2625 -0.2915
1305031106.0758 1.1051 0.6372 1.4195 0.6852 0.6142 -0.2620 -0.2910
1305031106.0858 1.1029 0.6370 1.4162 0.6858 0.6144 -0.2611 -0.2900
1305031106.0958 1.1013 0.6371 1.4133 0.6861 0.6150 -0.2600 -0.2890
1305031106.1058 1.0995 0.6369 1.4101 0.6868 0.6156 -0.2589 -0.2871
1305031106.1158 1.0977 0.6367 1.4069 0.6869 0.6158 -0.2589 -0.2862
1305031106.1258 1.0961 0.6366 1.4040 0.6879 0.6163 -0.2576 -0.2839
1305031106.1358 1.0946 0.6364 1.4010 0.6895 0.6159 -0.2564 -0.2818
1305031106.1458 1.0925 0.6363 1.3980 0.6894 0.6155 -0.2576 -0.2819
1305031106.1558 1.0908 0.6360 1.3953 0.6895 0.6157 -0.2579 -0.2811
1305031106.1658 1.0897 0.6357 1.3928 0.6906 0.6157 -0.2566 -0.2797
1305031106.1758 1.0886 0.6352 1.3903 0.6912 0.6160 -0.2556 -0.2782
1305031106.1858 1.0869 0.6352 1.3878 0.6905 0.6174 -0.2554 -0.2771
1305031106.1959 1.0855 0.6349 1.3853 0.6906 0.6174 -0.2557 -0.2765
1305031106.2058 1.0843 0.6346 1.3829 0.6911 0.6168 -0.2559 -0.2763
1305031106.2158 1.0833 0.6345 1.3807 0.6919 0.6163 -0.2562 -0.2754
1305031106.2258 1.0820 0.6343 1.3785 0.6919 0.6158 -0.2574 -0.2752
1305031106.2358 1.0810 0.6340 1.3763 0.6926 0.6149 -0.2580 -0.2748
1305031106.2458 1.0803 0.6338 1.3743 0.6939 0.6150 -0.2568 -0.2726
1305031106.2558 1.0787 0.6335 1.3721 0.6934 0.6148 -0.2582 -0.2732
1305031106.2658 1.0779 0.6333 1.3701 0.6934 0.6152 -0.2583 -0.2721
1305031106.2758 1.0767 0.6332 1.3680 0.6931 0.6160 -0.2581 -0.2712
1305031106.2858 1.0759 0.6331 1.3662 0.6939 0.6152 -0.2584 -0.2708
1305031106.2958 1.0749 0.6331 1.3642 0.6945 0.6151 -0.2585 -0.2693
1305031106.3057 1.0741 0.6330 1.3627 0.6959 0.6144 -0.2577 -0.2679
1305031106.3158 1.0733 0.6329 1.3610 0.6967 0.6145 -0.2576 -0.2660
1305031106.3258 1.0726 0.6327 1.3594 0.6969 0.6151 -0.2571 -0.2644
1305031106.3358 1.0723 0.6324 1.3583 0.6974 0.6165 -0.2549 -0.2620
1305031106.3458 1.0716 0.6321 1.3568 0.6968 0.6181 -0.2538 -0.2608
1305031106.3558 1.0712 0.6319 1.3558 0.6965 0.6203 -0.2510 -0.2590
1305031106.3658 1.0709 0.6317 1.3549 0.6960 0.6217 -0.2487 -0.2592
1305031106.3758 1.0707 0.6316 1.3544 0.6961 0.6232 -0.2456 -0.2583
1305031106.3858 1.0706 0.6316 1.3539 0.6959 0.6243 -0.2428 -0.2588
1305031106.3958 1.0709 0.6315 1.3540 0.6958 0.6252 -0.2402 -0.2594
1305031106.4058 1.0711 0.6314 1.3541 0.6953 0.6255 -0.2386 -0.2614
1305031106.4158 1.0713 0.6313 1.3544 0.6948 0.6261 -0.2372 -0.2629
1305031106.4258 1.0717 0.6313 1.3549 0.6937 0.6270 -0.2366 -0.2638
1305031106.4358 1.0726 0.6312 1.3558 0.6936 0.6275 -0.2352 -0.2643
1305031106.4458 1.0731 0.6311 1.3566 0.6926 0.6278 -0.2359 -0.2656
1305031106.4558 1.0736 0.6309 1.3576 0.6917 0.6283 -0.2368 -0.2660
1305031106.4661 1.0748 0.6309 1.3590 0.6917 0.6291 -0.2359 -0.2649
1305031106.4758 1.0754 0.6308 1.3603 0.6909 0.6289 -0.2377 -0.2656
1305031106.4858 1.0767 0.6307 1.3620 0.6913 0.6294 -0.2375 -0.2640
1305031106.4958 1.0776 0.6307 1.3638 0.6903 0.6296 -0.2395 -0.2642
1305031106.5058 1.0789 0.6305 1.3659 0.6894 0.6300 -0.2407 -0.2641
1305031106.5159 1.0802 0.6303 1.3681 0.6884 0.6303 -0.2424 -0.2647
1305031106.5259 1.0816 0.6300 1.3703 0.6878 0.6310 -0.2433 -0.2637
1305031106.5357 1.0829 0.6299 1.3727 0.6867 0.6314 -0.2451 -0.2642
1305031106.5458 1.0845 0.6298 1.3752 0.6861 0.6313 -0.2459 -0.2649
1305031106.5558 1.0862 0.6295 1.3780 0.6860 0.6310 -0.2466 -0.2653
1305031106.5658 1.0878 0.6293 1.3807 0.6853 0.6312 -0.2474 -0.2659
1305031106.5758 1.0895 0.6290 1.3834 0.6847 0.6318 -0.2479 -0.2658
1305031106.5858 1.0912 0.6288 1.3861 0.6837 0.6329 -0.2484 -0.2651
1305031106.5959 1.0930 0.6284 1.3889 0.6831 0.6341 -0.2480 -0.2641
1305031106.6058 1.0949 0.6282 1.3919 0.6829 0.6348 -0.2479 -0.2632
1305031106.6158 1.0968 0.6280 1.3948 0.6818 0.6358 -0.2487 -0.2630
1305031106.6258 1.0988 0.6276 1.3979 0.6812 0.6359 -0.2493 -0.2636
1305031106.6358 1.1010 0.6273 1.4011 0.6809 0.6362 -0.2493 -0.2636
1305031106.6458 1.1032 0.6271 1.4044 0.6801 0.6365 -0.2505 -0.2639
1305031106.6558 1.1055 0.6267 1.4077 0.6789 0.6370 -0.2520 -0.2642
1305031106.6658 1.1081 0.6265 1.4111 0.6786 0.6375 -0.2525 -0.2634
1305031106.6758 1.1105 0.6262 1.4145 0.6781 0.6380 -0.2533 -0.2625
1305031106.6858 1.1129 0.6259 1.4176 0.6775 0.6390 -0.2541 -0.2609
1305031106.6958 1.1157 0.6255 1.4210 0.6775 0.6402 -0.2541 -0.2582
1305031106.7058 1.1180 0.6252 1.4245 0.6766 0.6408 -0.2554 -0.2576
1305031106.7158 1.1207 0.6250 1.4279 0.6757 0.6411 -0.2574 -0.2571
1305031106.7258 1.1233 0.6246 1.4314 0.6748 0.6412 -0.2600 -0.2568
1305031106.7358 1.1261 0.6244 1.4348 0.6743 0.6417 -0.2612 -0.2556
1305031106.7458 1.1288 0.6242 1.4385 0.6738 0.6421 -0.2626 -0.2546
1305031106.7558 1.1315 0.6240 1.4420 0.6732 0.6424 -0.2642 -0.2536
1305031106.7658 1.1346 0.6237 1.4457 0.6728 0.6428 -0.2651 -0.2525
1305031106.7758 1.1374 0.6235 1.4493 0.6721 0.6432 -0.2664 -0.2520
1305031106.7858 1.1403 0.6233 1.4530 0.6719 0.6437 -0.2666 -0.2515
1305031106.7958 1.1434 0.6232 1.4567 0.6718 0.6445 -0.2664 -0.2499
1305031106.8058 1.1461 0.6229 1.4602 0.6713 0.6446 -0.2674 -0.2498
1305031106.8158 1.1492 0.6226 1.4640 0.6712 0.6454 -0.2672 -0.2480
1305031106.8258 1.1523 0.6222 1.4678 0.6705 0.6457 -0.2685 -0.2478
1305031106.8358 1.1553 0.6218 1.4717 0.6694 0.6462 -0.2701 -0.2477
1305031106.8458 1.1585 0.6217 1.4759 0.6683 0.6469 -0.2704 -0.2485
1305031106.8558 1.1618 0.6214 1.4801 0.6670 0.6472 -0.2719 -0.2496
1305031106.8658 1.1649 0.6211 1.4843 0.6656 0.6473 -0.2735 -0.2512
1305031106.8760 1.1680 0.6207 1.4884 0.6646 0.6472 -0.2744 -0.2534
1305031106.8858 1.1712 0.6203 1.4924 0.6635 0.6477 -0.2747 -0.2544
1305031106.8958 1.1749 0.6200 1.4967 0.6634 0.6487 -0.2731 -0.2540
1305031106.9058 1.1778 0.6195 1.5006 0.6621 0.6493 -0.2735 -0.2554
1305031106.9158 1.1813 0.6191 1.5049 0.6616 0.6502 -0.2723 -0.2556
1305031106.9258 1.1843 0.6188 1.5090 0.6603 0.6504 -0.2732 -0.2577
1305031106.9358 1.1878 0.6184 1.5133 0.6593 0.6513 -0.2724 -0.2587
1305031106.9458 1.1909 0.6181 1.5175 0.6586 0.6509 -0.2732 -0.2607
1305031106.9558 1.1946 0.6178 1.5219 0.6581 0.6509 -0.2727 -0.2623
1305031106.9658 1.1977 0.6174 1.5262 0.6567 0.6505 -0.2744 -0.2653
1305031106.9758 1.2012 0.6173 1.5306 0.6559 0.6509 -0.2738 -0.2666
1305031106.9858 1.2043 0.6170 1.5348 0.6547 0.6507 -0.2748 -0.2691
1305031106.9958 1.2076 0.6168 1.5389 0.6540 0.6506 -0.2747 -0.2713
1305031107.0058 1.2109 0.6164 1.5430 0.6542 0.6513 -0.2729 -0.2708
1305031107.0158 1.2140 0.6162 1.5470 0.6538 0.6517 -0.2719 -0.2717
1305031107.0258 1.2174 0.6159 1.5509 0.6538 0.6525 -0.2704 -0.2714
1305031107.0358 1.2205 0.6157 1.5548 0.6538 0.6525 -0.2696 -0.2724
1305031107.0458 1.2234 0.6151 1.5589 0.6532 0.6525 -0.2701 -0.2730
1305031107.0558 1.2264 0.6150 1.5628 0.6524 0.6520 -0.2715 -0.2749
1305031107.0658 1.2295 0.6148 1.5668 0.6516 0.6519 -0.2722 -0.2763
1305031107.0759 1.2324 0.6147 1.5710 0.6512 0.6519 -0.2725 -0.2770
1305031107.0858 1.2353 0.6144 1.5745 0.6503 0.6516 -0.2744 -0.2779
1305031107.0958 1.2383 0.6142 1.5784 0.6499 0.6513 -0.2755 -0.2786
1305031107.1058 1.2414 0.6141 1.5820 0.6496 0.6513 -0.2755 -0.2791
1305031107.1158 1.2443 0.6140 1.5856 0.6496 0.6513 -0.2755 -0.2792
1305031107.1258 1.2472 0.6139 1.5891 0.6499 0.6510 -0.2753 -0.2794
1305031107.1358 1.2502 0.6139 1.5925 0.6501 0.6508 -0.2748 -0.2799
1305031107.1458 1.2530 0.6138 1.5959 0.6503 0.6506 -0.2746 -0.2800
1305031107.1558 1.2558 0.6137 1.5993 0.6501 0.6504 -0.2744 -0.2812
1305031107.1658 1.2587 0.6136 1.6027 0.6500 0.6503 -0.2741 -0.2820
1305031107.1758 1.2611 0.6134 1.6061 0.6487 0.6504 -0.2755 -0.2834
1305031107.1858 1.2638 0.6135 1.6095 0.6479 0.6497 -0.2766 -0.2857
1305031107.1958 1.2665 0.6137 1.6128 0.6473 0.6491 -0.2772 -0.2878
1305031107.2057 1.2694 0.6138 1.6162 0.6470 0.6483 -0.2774 -0.2900
1305031107.2158 1.2721 0.6138 1.6197 0.6470 0.6478 -0.2772 -0.2914
1305031107.2258 1.2749 0.6139 1.6228 0.6469 0.6470 -0.2776 -0.2930
1305031107.2358 1.2768 0.6140 1.6257 0.6459 0.6461 -0.2789 -0.2959
1305031107.2458 1.2794 0.6141 1.6287 0.6460 0.6452 -0.2794 -0.2973
1305031107.2558 1.2820 0.6143 1.6317 0.6461 0.6443 -0.2795 -0.2990
1305031107.2658 1.2847 0.6144 1.6348 0.6461 0.6434 -0.2797 -0.3007
1305031107.2758 1.2872 0.6145 1.6379 0.6457 0.6424 -0.2799 -0.3033
1305031107.2858 1.2899 0.6148 1.6409 0.6454 0.6417 -0.2801 -0.3052
1305031107.2958 1.2925 0.6150 1.6439 0.6452 0.6413 -0.2798 -0.3069
1305031107.3058 1.2943 0.6151 1.6467 0.6435 0.6407 -0.2820 -0.3096
1305031107.3158 1.2967 0.6155 1.6496 0.6426 0.6401 -0.2827 -0.3120
1305031107.3258 1.2987 0.6158 1.6524 0.6413 0.6383 -0.2854 -0.3159
1305031107.3358 1.3009 0.6162 1.6552 0.6408 0.6365 -0.2868 -0.3193
1305031107.3458 1.3029 0.6167 1.6579 0.6407 0.6349 -0.2878 -0.3219
1305031107.3558 1.3048 0.6172 1.6602 0.6404 0.6335 -0.2887 -0.3243
1305031107.3658 1.3067 0.6177 1.6625 0.6403 0.6326 -0.2892 -0.3260
1305031107.3758 1.3088 0.6183 1.6648 0.6409 0.6317 -0.2875 -0.3279
1305031107.3858 1.3099 0.6189 1.6668 0.6397 0.6314 -0.2888 -0.3297
1305031107.3958 1.3117 0.6195 1.6689 0.6403 0.6303 -0.2880 -0.3314
1305031107.4057 1.3125 0.6202 1.6705 0.6390 0.6294 -0.2896 -0.3343
1305031107.4158 1.3142 0.6212 1.6725 0.6400 0.6287 -0.2876 -0.3353
1305031107.4258 1.3150 0.6219 1.6738 0.6396 0.6275 -0.2888 -0.3372
1305031107.4358 1.3154 0.6229 1.6753 0.6389 0.6269 -0.2893 -0.3391
1305031107.4458 1.3161 0.6238 1.6765 0.6391 0.6263 -0.2893 -0.3399
1305031107.4558 1.3171 0.6250 1.6779 0.6401 0.6257 -0.2878 -0.3404
1305031107.4658 1.3178 0.6261 1.6788 0.6411 0.6244 -0.2871 -0.3415
1305031107.4758 1.3174 0.6273 1.6796 0.6402 0.6236 -0.2886 -0.3434
1305031107.4858 1.3179 0.6284 1.6804 0.6406 0.6233 -0.2878 -0.3440
1305031107.4958 1.3187 0.6297 1.6812 0.6417 0.6227 -0.2864 -0.3442
1305031107.5057 1.3183 0.6308 1.6815 0.6410 0.6227 -0.2873 -0.3447
1305031107.5158 1.3185 0.6322 1.6816 0.6416 0.6222 -0.2871 -0.3447
1305031107.5258 1.3185 0.6333 1.6818 0.6424 0.6219 -0.2863 -0.3444
1305031107.5358 1.3185 0.6346 1.6820 0.6435 0.6217 -0.2852 -0.3435
1305031107.5457 1.3185 0.6357 1.6821 0.6449 0.6213 -0.2840 -0.3427
1305031107.5558 1.3190 0.6368 1.6823 0.6464 0.6205 -0.2826 -0.3424
1305031107.5658 1.3190 0.6380 1.6822 0.6471 0.6195 -0.2828 -0.3428
1305031107.5758 1.3189 0.6389 1.6821 0.6470 0.6185 -0.2838 -0.3440
1305031107.5858 1.3181 0.6396 1.6816 0.6456 0.6180 -0.2864 -0.3452
1305031107.5958 1.3180 0.6404 1.6812 0.6459 0.6179 -0.2862 -0.3451
1305031107.6058 1.3181 0.6413 1.6808 0.6471 0.6182 -0.2844 -0.3438
1305031107.6158 1.3180 0.6419 1.6801 0.6480 0.6180 -0.2836 -0.3431
1305031107.6258 1.3179 0.6424 1.6792 0.6486 0.6176 -0.2833 -0.3429
1305031107.6358 1.3179 0.6427 1.6785 0.6492 0.6178 -0.2823 -0.3423
1305031107.6458 1.3180 0.6431 1.6778 0.6498 0.6180 -0.2813 -0.3418
1305031107.6558 1.3179 0.6434 1.6771 0.6498 0.6178 -0.2812 -0.3420
1305031107.6658 1.3177 0.6437 1.6761 0.6498 0.6176 -0.2816 -0.3421
1305031107.6758 1.3176 0.6439 1.6753 0.6498 0.6177 -0.2817 -0.3419
1305031107.6858 1.3182 0.6441 1.6746 0.6510 0.6173 -0.2802 -0.3416
1305031107.6958 1.3174 0.6441 1.6734 0.6501 0.6175 -0.2818 -0.3416
1305031107.7058 1.3174 0.6441 1.6725 0.6507 0.6175 -0.2815 -0.3407
1305031107.7157 1.3174 0.6442 1.6715 0.6509 0.6176 -0.2817 -0.3399
1305031107.7258 1.3174 0.6442 1.6705 0.6514 0.6179 -0.2810 -0.3388
1305031107.7358 1.3172 0.6441 1.6694 0.6514 0.6183 -0.2813 -0.3380
1305031107.7458 1.3172 0.6440 1.6685 0.6516 0.6191 -0.2807 -0.3367
1305031107.7558 1.3172 0.6438 1.6678 0.6514 0.6200 -0.2803 -0.3356
1305031107.7658 1.3167 0.6437 1.6668 0.6504 0.6207 -0.2813 -0.3354
1305031107.7758 1.3164 0.6435 1.6659 0.6500 0.6215 -0.2812 -0.3349
1305031107.7858 1.3162 0.6432 1.6653 0.6501 0.6220 -0.2809 -0.3341
1305031107.7958 1.3163 0.6432 1.6645 0.6506 0.6224 -0.2805 -0.3327
1305031107.8057 1.3169 0.6434 1.6639 0.6525 0.6224 -0.2781 -0.3309
1305031107.8158 1.3161 0.6432 1.6629 0.6517 0.6223 -0.2799 -0.3311
1305031107.8258 1.3159 0.6433 1.6622 0.6518 0.6225 -0.2795 -0.3309
1305031107.8358 1.3157 0.6433 1.6614 0.6516 0.6232 -0.2787 -0.3306
1305031107.8459 1.3154 0.6434 1.6608 0.6515 0.6238 -0.2782 -0.3302
1305031107.8558 1.3150 0.6437 1.6601 0.6506 0.6242 -0.2782 -0.3312
1305031107.8658 1.3147 0.6438 1.6596 0.6500 0.6248 -0.2772 -0.3319
1305031107.8757 1.3145 0.6442 1.6591 0.6494 0.6252 -0.2768 -0.3327
1305031107.8858 1.3143 0.6448 1.6584 0.6491 0.6251 -0.2763 -0.3340
1305031107.8958 1.3142 0.6454 1.6579 0.6491 0.6252 -0.2754 -0.3346
1305031107.9057 1.3144 0.6463 1.6575 0.6498 0.6246 -0.2735 -0.3359
1305031107.9158 1.3144 0.6474 1.6570 0.6501 0.6247 -0.2725 -0.3360
1305031107.9257 1.3135 0.6487 1.6564 0.6488 0.6243 -0.2740 -0.3380
1305031107.9358 1.3131 0.6500 1.6559 0.6489 0.6236 -0.2739 -0.3391
1305031107.9458 1.3129 0.6515 1.6555 0.6491 0.6229 -0.2736 -0.3403
1305031107.9558 1.3124 0.6532 1.6550 0.6493 0.6221 -0.2732 -0.3416
1305031107.9658 1.3120 0.6552 1.6544 0.6496 0.6214 -0.2729 -0.3428
1305031107.9758 1.3116 0.6572 1.6540 0.6494 0.6209 -0.2725 -0.3444
1305031107.9866 1.3111 0.6593 1.6535 0.6489 0.6203 -0.2725 -0.3464
1305031107.9957 1.3105 0.6616 1.6531 0.6483 0.6199 -0.2720 -0.3485
1305031108.0058 1.3100 0.6642 1.6524 0.6478 0.6196 -0.2717 -0.3502
1305031108.0159 1.3097 0.6670 1.6520 0.6485 0.6192 -0.2700 -0.3509
1305031108.0257 1.3090 0.6700 1.6514 0.6489 0.6175 -0.2700 -0.3532
1305031108.0358 1.3085 0.6731 1.6507 0.6509 0.6161 -0.2682 -0.3534
1305031108.0458 1.3079 0.6765 1.6500 0.6523 0.6137 -0.2678 -0.3552
1305031108.0558 1.3072 0.6797 1.6496 0.6542 0.6118 -0.2664 -0.3560
1305031108.0657 1.3073 0.6834 1.6491 0.6572 0.6091 -0.2637 -0.3573
1305031108.0758 1.3061 0.6869 1.6484 0.6566 0.6084 -0.2644 -0.3589
1305031108.0858 1.3054 0.6903 1.6479 0.6566 0.6074 -0.2640 -0.3608
1305031108.0958 1.3048 0.6937 1.6473 0.6567 0.6066 -0.2635 -0.3625
1305031108.1057 1.3040 0.6973 1.6469 0.6559 0.6065 -0.2636 -0.3641
1305031108.1158 1.3037 0.7011 1.6464 0.6562 0.6062 -0.2626 -0.3645
1305031108.1257 1.3028 0.7049 1.6458 0.6559 0.6058 -0.2629 -0.3655
1305031108.1358 1.3022 0.7086 1.6451 0.6567 0.6046 -0.2626 -0.3663
1305031108.1459 1.3017 0.7126 1.6446 0.6579 0.6038 -0.2617 -0.3661
1305031108.1558 1.3010 0.7165 1.6438 0.6590 0.6026 -0.2615 -0.3663
1305031108.1658 1.3001 0.7202 1.6432 0.6598 0.6019 -0.2613 -0.3663
1305031108.1758 1.2994 0.7241 1.6423 0.6605 0.6018 -0.2605 -0.3658
1305031108.1858 1.2989 0.7281 1.6415 0.6612 0.6028 -0.2587 -0.3640
1305031108.1958 1.2984 0.7321 1.6407 0.6616 0.6033 -0.2575 -0.3635
1305031108.2058 1.2981 0.7359 1.6401 0.6619 0.6044 -0.2559 -0.3621
1305031108.2158 1.2973 0.7398 1.6394 0.6615 0.6043 -0.2558 -0.3632
1305031108.2257 1.2969 0.7438 1.6386 0.6616 0.6042 -0.2547 -0.3638
1305031108.2358 1.2965 0.7474 1.6380 0.6613 0.6039 -0.2544 -0.3650
1305031108.2458 1.2964 0.7515 1.6373 0.6616 0.6039 -0.2528 -0.3657
1305031108.2558 1.2960 0.7554 1.6366 0.6620 0.6032 -0.2520 -0.3666
1305031108.2658 1.2953 0.7592 1.6357 0.6620 0.6028 -0.2519 -0.3672
1305031108.2758 1.2952 0.7630 1.6350 0.6629 0.6024 -0.2507 -0.3672
1305031108.2858 1.2948 0.7666 1.6342 0.6634 0.6024 -0.2500 -0.3667
1305031108.2958 1.2944 0.7701 1.6331 0.6640 0.6026 -0.2494 -0.3659
1305031108.3058 1.2943 0.7740 1.6322 0.6647 0.6032 -0.2486 -0.3640
1305031108.3157 1.2942 0.7777 1.6311 0.6652 0.6039 -0.2480 -0.3624
1305031108.3257 1.2939 0.7813 1.6302 0.6657 0.6043 -0.2477 -0.3609
1305031108.3358 1.2939 0.7849 1.6293 0.6673 0.6043 -0.2467 -0.3587
1305031108.3458 1.2935 0.7885 1.6280 0.6679 0.6040 -0.2476 -0.3574
1305031108.3558 1.2933 0.7921 1.6272 0.6691 0.6036 -0.2475 -0.3559
1305031108.3658 1.2931 0.7958 1.6261 0.6699 0.6038 -0.2483 -0.3537
1305031108.3758 1.2931 0.7993 1.6251 0.6716 0.6031 -0.2488 -0.3513
1305031108.3858 1.2930 0.8028 1.6241 0.6728 0.6029 -0.2491 -0.3490
1305031108.3958 1.2930 0.8066 1.6231 0.6741 0.6018 -0.2504 -0.3474
1305031108.4057 1.2929 0.8101 1.6223 0.6754 0.6017 -0.2506 -0.3448
1305031108.4157 1.2928 0.8138 1.6215 0.6771 0.6005 -0.2510 -0.3435
1305031108.4258 1.2929 0.8174 1.6205 0.6788 0.5995 -0.2511 -0.3418
1305031108.4358 1.2928 0.8211 1.6196 0.6804 0.5989 -0.2508 -0.3400
1305031108.4459 1.2931 0.8249 1.6188 0.6821 0.5980 -0.2504 -0.3382
1305031108.4558 1.2931 0.8286 1.6181 0.6836 0.5967 -0.2510 -0.3370
1305031108.4658 1.2931 0.8324 1.6172 0.6844 0.5954 -0.2526 -0.3365
1305031108.4758 1.2933 0.8361 1.6166 0.6863 0.5937 -0.2526 -0.3358
1305031108.4858 1.2937 0.8399 1.6162 0.6876 0.5925 -0.2524 -0.3352
1305031108.4958 1.2936 0.8437 1.6156 0.6885 0.5908 -0.2528 -0.3363
1305031108.5058 1.2940 0.8474 1.6151 0.6891 0.5896 -0.2522 -0.3376
1305031108.5158 1.2938 0.8512 1.6146 0.6886 0.5882 -0.2526 -0.3406
1305031108.5265 1.2941 0.8549 1.6145 0.6889 0.5877 -0.2507 -0.3422
1305031108.5358 1.2942 0.8587 1.6140 0.6882 0.5871 -0.2504 -0.3449
1305031108.5458 1.2947 0.8625 1.6136 0.6883 0.5864 -0.2492 -0.3467
1305031108.5558 1.2950 0.8664 1.6132 0.6880 0.5860 -0.2488 -0.3485
1305031108.5658 1.2950 0.8703 1.6127 0.6880 0.5851 -0.2482 -0.3502
1305031108.5759 1.2951 0.8741 1.6121 0.6882 0.5859 -0.2469 -0.3495
1305031108.5858 1.2949 0.8781 1.6115 0.6880 0.5846 -0.2471 -0.3518
1305031108.5957 1.2952 0.8818 1.6110 0.6895 0.5837 -0.2451 -0.3519
1305031108.6057 1.2950 0.8859 1.6104 0.6892 0.5826 -0.2453 -0.3541
1305031108.6157 1.2951 0.8897 1.6099 0.6902 0.5816 -0.2436 -0.3550
1305031108.6258 1.2953 0.8935 1.6094 0.6909 0.5808 -0.2423 -0.3558
1305031108.6358 1.2953 0.8973 1.6090 0.6911 0.5808 -0.2418 -0.3558
1305031108.6457 1.2954 0.9010 1.6082 0.6924 0.5797 -0.2410 -0.3557
1305031108.6558 1.2956 0.9047 1.6076 0.6935 0.5789 -0.2399 -0.3556
1305031108.6657 1.2958 0.9086 1.6071 0.6952 0.5780 -0.2376 -0.3552
1305031108.6757 1.2961 0.9123 1.6065 0.6974 0.5760 -0.2360 -0.3552
1305031108.6858 1.2958 0.9160 1.6059 0.6988 0.5746 -0.2345 -0.3558
1305031108.6958 1.2961 0.9195 1.6054 0.7001 0.5731 -0.2333 -0.3563
1305031108.7057 1.2962 0.9230 1.6050 0.7012 0.5721 -0.2321 -0.3565
1305031108.7158 1.2970 0.9260 1.6048 0.7032 0.5711 -0.2296 -0.3559
1305031108.7258 1.2966 0.9294 1.6045 0.7021 0.5715 -0.2301 -0.3570
1305031108.7359 1.2970 0.9326 1.6044 0.7028 0.5706 -0.2290 -0.3578
1305031108.7458 1.2971 0.9357 1.6041 0.7030 0.5706 -0.2284 -0.3578
1305031108.7559 1.2975 0.9384 1.6041 0.7045 0.5697 -0.2269 -0.3572
1305031108.7657 1.2975 0.9414 1.6037 0.7045 0.5690 -0.2274 -0.3581
1305031108.7758 1.2979 0.9441 1.6036 0.7059 0.5678 -0.2264 -0.3578
1305031108.7860 1.2982 0.9467 1.6036 0.7073 0.5668 -0.2253 -0.3573
1305031108.7958 1.2985 0.9491 1.6035 0.7080 0.5660 -0.2256 -0.3571
1305031108.8057 1.2990 0.9514 1.6036 0.7094 0.5648 -0.2252 -0.3563
1305031108.8159 1.2998 0.9533 1.6037 0.7103 0.5635 -0.2259 -0.3562
1305031108.8257 1.3001 0.9554 1.6040 0.7112 0.5624 -0.2267 -0.3557
1305031108.8357 1.3004 0.9571 1.6041 0.7115 0.5614 -0.2284 -0.3555
1305031108.9458 1.3065 0.9607 1.6101 0.7116 0.5550 -0.2481 -0.3522
1305031108.9558 1.3068 0.9600 1.6108 0.7103 0.5551 -0.2505 -0.3530
1305031108.9658 1.3073 0.9588 1.6112 0.7094 0.5564 -0.2517 -0.3519
1305031108.9758 1.3078 0.9577 1.6117 0.7091 0.5569 -0.2526 -0.3512
1305031108.9859 1.3082 0.9562 1.6121 0.7088 0.5577 -0.2530 -0.3500
1305031108.9957 1.3083 0.9548 1.6124 0.7085 0.5582 -0.2536 -0.3496
1305031109.0057 1.3087 0.9532 1.6128 0.7083 0.5585 -0.2537 -0.3494
1305031109.0157 1.3093 0.9516 1.6135 0.7080 0.5591 -0.2530 -0.3494
1305031109.0257 1.3092 0.9497 1.6137 0.7066 0.5593 -0.2546 -0.3508
1305031109.0358 1.3096 0.9474 1.6142 0.7065 0.5594 -0.2542 -0.3511
1305031109.0458 1.3099 0.9452 1.6145 0.7052 0.5612 -0.2543 -0.3510
